,geo,indicator_name,indicator,country,income,region,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
68,gin,population,pop,Guinea,Low income,africa,983959,983959,983959,983959,983959,983959,983959,983959,983959,983959,983959,984374,985207,986462,988143,990253,992797,995778,999201,1003068,1007384,1012153,1017379,1023066,1029218,1035839,1042933,1050505,1058558,1067098,1076128,1085652,1095261,1104955,1114734,1124600,1134554,1144595,1154726,1164946,1175256,1185658,1196152,1206739,1217419,1228194,1239065,1250031,1261095,1272256,1283517,1294837,1306257,1317778,1329400,1341125,1352953,1364886,1376924,1389068,1401319,1413678,1426146,1438724,1451413,1464214,1477128,1490156,1503299,1516557,1529933,1543426,1557039,1570365,1584215,1598187,1612283,1626124,1640466,1654934,1669530,1683906,1698758,1713740,1728542,1743787,1759167,1774406,1790056,1805844,1821770,1837838,1854047,1870399,1886895,1903537,1920326,1937262,1954348,1971585,1988973,2006515,2023950,2041801,2059809,2077975,2096302,2114408,2133056,2151869,2170848,2189880,2209194,2228679,2248335,2268164,2288169,2308349,2328804,2349415,2370209,2391187,2412350,2433701,2455241,2476972,2498895,2521011,2543324,2565834,2588543,2611454,2634567,2657884,2681408,2705141,2729083,2753237,2777605,2802189,2826990,2852011,2877253,2902718,2928409,2954328,2980475,3006855,3033467,3060315,3093654,3141879,3185909,3228381,3271313,3316135,3363660,3414053,3466990,3521704,3577409,3633652,3690664,3749505,3811659,3877806,3948869,4023486,4097191,4164003,4219770,4263840,4298091,4324360,4345545,4364514,4381601,4398484,4421134,4457078,4511902,4589784,4690605,4810496,4943144,5084767,5229797,5381483,5554882,5770652,6041094,6374329,6758838,7163236,7544291,7871173,8132552,8337988,8503297,8653769,8808546,8971139,9137345,9309848,9490229,9679745,9881428,10096727,10323142,10556524,10794170,11035170,11281469,11536615,11805509,12091533,12395924,12717176,13052608,13398180,13750826
69,gnb,population,pop,Guinea-Bissau,Low income,africa,218167,218167,218167,218167,218167,218167,218167,218167,218167,218167,218167,218236,218376,218585,218865,219217,219640,220135,220703,221344,222059,222848,223712,224650,225665,226755,227922,229167,230489,231889,233367,234926,236494,238073,239662,241262,242873,244495,246127,247770,249424,251090,252766,254454,256153,257863,259584,261317,263062,264818,266586,268485,270397,272322,274261,276214,278181,280161,282156,284165,286188,288225,290277,292343,294424,296520,298631,300756,302897,305053,307224,309411,311613,313784,316017,318266,320531,322769,325066,327379,329708,332015,334378,336757,339117,341530,343960,346376,348840,351322,353821,356338,358872,361425,363996,366585,369192,371818,374462,377125,379807,382508,385200,387939,390698,393476,396274,399050,401888,404745,407623,410508,413427,416366,419326,422307,425309,428332,431130,434009,436906,439823,442760,445716,448692,451687,454703,457739,460795,463871,466968,470086,473224,476384,479564,482766,485989,489234,492500,495788,499098,502430,505785,509161,512561,515983,519428,522896,526387,529901,535430,544106,552029,559692,567404,575382,583648,592130,600597,608779,616409,623415,629969,636586,643961,652562,662463,673462,685476,698338,711827,726256,741490,756280,768945,778470,784156,786754,788495,792462,800854,814507,832668,854113,876873,899509,921626,943617,965742,988520,1012280,1037155,1062800,1088569,1113541,1137122,1159060,1179727,1199915,1220794,1243229,1267512,1293523,1321202,1350345,1380838,1412669,1445958,1480841,1517448,1555880,1596154,1638139,1681495,1725744,1770526,1815698,1861283,1907268,1953723,2000694
70,guy,population,pop,Guyana,Upper middle income,americas,166034,166034,166034,166034,166034,166034,166034,166034,166034,166034,166034,166089,166198,166363,166584,166861,167195,167586,168034,168539,169103,169726,170407,171148,171948,172809,173730,174712,175756,176862,178030,179260,180500,181747,183004,184269,185542,186825,188116,189417,190726,192045,193372,194709,196055,197410,198775,200149,201532,202925,204328,205705,207091,208487,209892,211307,212731,214165,215608,217061,218524,219996,221479,222972,224474,225987,227510,229043,230587,232141,233705,235280,236866,238424,240031,241648,243277,244881,246531,248193,249865,251517,253212,254918,256608,258337,260078,261805,263570,265346,267134,268934,270746,272570,274407,276256,278117,279991,281878,283777,285690,287615,289530,291480,293444,295422,297412,299383,301400,303431,305475,307524,309596,311682,313782,315896,318024,320167,322399,324628,326872,329131,331406,333697,336004,338327,340665,343020,345391,347779,350183,352604,355041,357495,359966,362455,364960,367483,370023,372581,375157,377750,380361,382990,385638,388304,390988,393691,396412,399152,406559,418674,432818,448464,465172,482555,500324,518259,536218,554092,571819,589274,606285,622575,637845,651868,664521,675871,686146,695745,704934,713684,721948,729916,737847,745841,754101,762424,770125,776254,780153,781732,781246,778948,775219,770435,764459,757506,750731,745665,743309,744289,748134,753484,758342,761291,761861,760510,757952,755278,753301,752263,751884,751857,751652,750946,749601,747869,746314,745693,746556,749100,753091,758081,763393,768514,773303,777859,782225,786508,790782
71,hti,population,pop,Haiti,Low income,americas,723000,723000,723000,723000,723000,723000,723000,723000,723000,723000,723000,723300,723903,724811,726027,727554,729394,731550,734025,736822,739943,743392,747170,751282,755729,760516,765644,771117,776937,783109,789634,796516,803459,810461,817525,824651,831838,839088,846402,853779,861220,868794,876503,884349,892334,900459,908726,917138,925696,934403,943260,952427,961752,971236,980883,990694,1000672,1010819,1021137,1031629,1042297,1053143,1064100,1075169,1086353,1097651,1109066,1120597,1132248,1144018,1155909,1167922,1180059,1191916,1204299,1216809,1229447,1241833,1254727,1267753,1280915,1293856,1307289,1320860,1334251,1348103,1362098,1375955,1390239,1404672,1419254,1433988,1448875,1463916,1479113,1494468,1510629,1527676,1545594,1564371,1584085,1604723,1624227,1647064,1671073,1696237,1721857,1746857,1773188,1799933,1827089,1854457,1882372,1911980,1943282,1976279,2009623,2043652,2077578,2112288,2144977,2175980,2204625,2233944,2263262,2293255,2323247,2353914,2384918,2416595,2448273,2480287,2512302,2544654,2577342,2610368,2643730,2677430,2711466,2746177,2781224,2816272,2851656,2887378,2923774,2959158,2993532,3027231,3061268,3137859,3221283,3275366,3331580,3390050,3450850,3514074,3579725,3647809,3718283,3791097,3866159,3943364,4022593,4103730,4186640,4271133,4357484,4445530,4534234,4622208,4708642,4793155,4876560,4960657,5047944,5140357,5238245,5341419,5450549,5566266,5688836,5818671,5955267,6096692,6240329,6384195,6527543,6670568,6813348,6956300,7099732,7243391,7386975,7530705,7674911,7819806,7965553,8111951,8258483,8404398,8549200,8692567,8834733,8976552,9119178,9263404,9409457,9556889,9705029,9852870,9999617,10145054,10289210,10431776,10572466,10711061,10847334,10981229,11112945,11242856,11371185
72,hos,population,pop,Holy See,,europe,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,906,906,906,906,906,906,906,906,907,907,907,907,907,907,907,908,908,908,908,908,908,908,909,909,909,909,909,909,909,909,910,910,910,910,910,910,910,911,911,911,911,911,911,911,912,912,912,912,912,912,912,912,913,913,913,913,913,913,913,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,908,885,882,886,894,908,905,910,912,908,906,903,898,892,879,854,814,766,712,669,644,642,657,686,708,728,737,737,730,730,724,725,729,731,740,746,750,759,764,765,768,774,779,778,778,780,778,782,781,781,785,788,792,798,797,798,800,796,794,795,794,796,804,801,800,803,801,792,801,799,801
73,hnd,population,pop,Honduras,Lower middle income,americas,126118,130000,130258,130517,130777,131037,131298,131559,131820,132082,132182,132812,133472,134340,135424,136732,138270,140046,142069,144348,146889,149703,152799,156186,159874,163872,168192,172844,177839,183189,188905,195000,201292,207787,214491,221412,228555,235930,243542,251400,259511,267466,275258,282877,290314,297562,304611,311451,318073,324465,330619,336795,342718,348377,353758,358848,363634,368101,372235,376019,379439,382478,385538,388622,391729,394859,398012,401190,404390,407615,410864,414137,417435,420693,424039,427410,430806,434165,437610,441080,444578,448043,451595,455175,458729,462366,466030,469676,473398,477150,480930,484741,488581,492451,496352,500283,504947,510341,516467,523417,531097,539601,547072,557703,569333,582078,595075,607650,621314,635207,649332,663617,678484,691621,703024,712339,722018,731360,740308,749443,762795,783525,811633,839742,867850,895959,920554,941635,959203,980284,1001366,1022447,1043529,1061096,1078664,1096232,1117313,1138395,1159476,1184071,1208666,1236775,1257856,1282451,1303532,1331641,1359749,1391371,1426507,1485266,1546724,1588561,1631734,1676502,1723010,1771351,1821538,1873498,1927104,1982192,2038637,2096407,2155652,2216707,2280045,2346010,2414807,2486414,2560727,2637517,2716659,2798125,2882113,2968994,3059254,3153261,3251158,3352835,3458104,3566665,3678286,3792938,3910657,4031349,4154887,4281189,4410158,4541804,4676361,4814137,4955328,5099951,5247836,5398805,5552625,5709051,5867849,6028882,6192026,6357221,6524283,6693061,6863157,7033821,7204153,7373430,7541406,7707972,7872658,8035021,8194778,8351600,8505646,8657785,8809216,8960829,9112867,9265067,9417167,9568688,9719265
74,hkg,population,pop,"Hong Kong, China",High income,asia,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20016,20048,20097,20163,20246,20346,20464,20600,20755,20928,21120,21331,21562,21812,22083,22375,22688,23021,23377,23754,24154,24561,24974,25394,25822,26257,26699,27148,27605,28070,28622,29270,30021,30882,31863,32971,34218,35613,37167,38893,40809,42924,45251,47808,50611,53677,57026,60678,64656,68983,73450,77980,82571,87221,91925,96681,101484,106329,111212,116126,121066,126024,131374,136325,141241,146109,150992,155525,159914,164427,168722,173484,178380,183086,188391,193988,199223,205352,211835,218690,225933,233582,241658,250178,259164,268636,278455,288631,299180,310113,321445,332485,344633,357225,370276,383805,396644,411136,426157,441726,457475,474189,492280,511889,533151,555429,578723,602920,628154,637575,642958,649687,673575,702846,716977,726734,736155,761389,793688,822959,861988,896306,931297,953166,975035,1088756,1261355,1517731,1687302,1741134,1697665,1636028,1617861,1599896,1582131,1637644,1715901,1819191,1894556,1973998,2063316,2160102,2264109,2374539,2490103,2608941,2728665,2846522,2959533,3065187,3162031,3250311,3332162,3410959,3489213,3568376,3648033,3726705,3802096,3873112,3937829,3998312,4062042,4139096,4236002,4356575,4496871,4646177,4789320,4915467,5020488,5107909,5183912,5258161,5337622,5424517,5516357,5609691,5699221,5781459,5854088,5919289,5983355,6055086,6140101,6241810,6356470,6473836,6579564,6663654,6722306,6759491,6782571,6802597,6827761,6860376,6898397,6940323,6983272,7025221,7065815,7106399,7148571,7194563,7245701,7302843,7364883,7428887,7490776,7547652
75,hun,population,pop,Hungary,High income,europe,3499771,3529548,3559579,3589865,3620408,3651212,3682278,3713608,3745204,3777070,3814221,3846440,3878698,3910994,3943326,3975693,4008094,4040526,4072988,4105480,4137998,4170542,4203110,4235701,4268312,4300942,4333590,4366253,4398929,4431618,4464317,4497023,4529970,4563157,4596588,4630264,4664186,4698357,4732779,4767452,4802380,4837448,4872658,4908009,4943501,4979136,5014912,5050831,5086893,5123097,5159444,5195787,5232272,5268898,5305666,5342575,5379627,5416821,5454157,5491635,5529257,5566679,5604013,5641256,5678406,5715459,5752414,5789268,5826018,5862662,5899196,5935618,5971925,6009025,6044984,6080783,6116417,6151997,6186964,6221709,6256649,6291253,6326584,6362113,6397368,6434176,6472078,6508480,6548178,6589164,6631452,6675058,6719998,6766286,6813938,6862970,6913173,6963517,7014002,7064627,7115393,7166298,7217262,7268322,7319467,7370697,7422286,7473380,7525687,7580569,7638063,7695665,7760666,7809304,7841410,7856811,7872242,7887704,7903494,7919241,7956033,8012197,8086390,8153929,8219139,8289007,8362867,8436395,8502936,8567814,8635353,8702559,8768767,8833977,8900518,8966394,9028942,9089495,9149714,9209601,9268490,9324717,9376286,9427190,9303424,9170342,9031271,9075854,9145056,9231135,9337723,9480574,9597897,9692842,9768622,9828441,9875554,9913225,9944699,9973063,10001017,10030528,10062576,10097059,10133076,10169931,10208376,10248860,10289943,10329555,10366340,10398442,10426426,10454060,10486634,10527270,10578457,10637073,10693829,10735989,10754766,10746963,10716324,10669693,10617232,10566817,10519786,10475042,10435047,10402126,10377651,10363564,10359143,10359589,10358122,10349838,10332989,10309022,10280145,10249959,10221051,10194005,10167872,10141956,10115081,10086465,10055897,10023887,9991201,9958942,9927840,9898204,9869684,9841697,9813335,9783925,9753281,9721559,9688847,9655361,9621254
76,isl,population,pop,Iceland,High income,europe,61428,61428,61428,61428,61428,61428,61428,61428,61428,61428,61428,61447,61485,61543,61620,61717,61833,61969,62125,62301,62498,62715,62952,63210,63489,63788,64109,64450,64813,65198,65604,66032,66462,66896,67332,67771,68213,68658,69106,69556,70010,70466,70926,71388,71854,72322,72794,73269,73746,74227,74711,75192,75676,76163,76654,77147,77644,78144,78647,79153,79663,80175,80691,81211,81734,82260,82789,83322,83859,84398,84942,85489,86039,86581,87138,87699,88263,88820,89392,89967,90547,91119,91706,92296,92881,93479,94081,94678,95288,95901,96518,97140,97765,98394,99028,99665,100307,100952,101602,102256,102914,103577,104236,104907,105583,106262,106946,107624,108317,109014,109716,110419,111130,111845,112565,113289,114019,114753,115504,116257,117015,117778,118547,119320,120098,120881,121669,122462,123261,124065,124874,125688,126508,127333,128163,128999,129840,130686,131539,132396,133260,134129,135003,135884,136770,137662,138559,139463,140372,141288,142659,144942,147706,150820,154157,157642,161198,164788,168387,171991,175592,179183,182711,186124,189338,192313,194990,197401,199669,201974,204426,207088,209929,212814,215563,218070,220291,222266,224150,226103,228262,230664,233269,236019,238808,241582,244331,247056,249756,252413,255043,257624,260151,262656,265138,267629,270150,272709,275296,277870,280435,282907,285329,287952,291104,294979,299728,305200,310884,316086,320328,323418,325526,327029,328459,330243,332474,335025,337780,340566,343228
77,ind,population,pop,India,Lower middle income,asia,168574895,168907299,169240359,169574075,169908450,170243483,170579178,170915534,171252554,171590238,171940819,172295303,172665988,173052964,173456323,173876158,174312560,174765623,175235440,175722104,176225709,176746350,177284123,177839121,178411441,179001179,179608432,180233297,180875870,181536251,182214537,182910827,183609778,184311399,185015702,185722696,186432391,187144799,187859929,188577791,189298397,190021756,190747880,191476778,192208461,192942941,193680227,194420330,195163262,195909032,196657653,197473224,198292158,199114466,199940164,200769265,201601782,202437730,203277124,204119976,204966302,205817909,206674827,207537087,208404719,209277754,210156222,211040155,211929582,212824536,213725048,214631149,215542872,216440443,217364049,218293566,219229029,220156250,221105391,222060831,223020376,223974535,224942302,225914228,226881902,227862161,228846632,229828015,230820932,231818115,232819582,233825351,234835442,235849871,236868658,237891822,238919380,239951353,240987759,242028616,243073944,244123762,245171583,246230410,247293784,248361726,249434255,250502083,251583803,252670168,253761199,254854210,255954620,257205039,258607037,260162191,261726671,263300532,264771644,266279179,267795298,269320048,270853481,272395644,273946588,275506362,277075018,278652604,280239174,282507739,285470836,289141182,292858718,296624052,300437797,304300576,308213019,312175765,316189461,320254762,324372331,328418401,332390595,336286486,340228041,344215794,348641193,353099593,357915964,366721344,376325200,382245303,388538620,395160091,402077026,409269055,416728771,424461108,432481663,440813896,449480608,458494963,467852537,477527970,487484535,497702365,508161935,518889779,529967317,541505076,553578513,566224812,579411513,593058926,607050255,621301720,635771734,650485030,665502284,680915804,696783517,713118032,729868013,746949067,764245202,781666671,799181436,816792741,834489322,852270034,870133480,888054875,906021106,924057817,942204249,960482795,978893217,997405318,1015974042,1034539214,1053050912,1071477855,1089807112,1108027848,1126135777,1144118674,1161977719,1179681239,1197146906,1214270132,1230980691,1247236029,1263065852,1278562207,1293859294,1309053980,1324171354,1339180127,1354051854,1368737513,1383197753
78,idn,population,pop,Indonesia,Lower middle income,asia,16108545,16150710,16192985,16235371,16277868,16320476,16363196,16406027,16448971,16492027,16537268,16585153,16637801,16695262,16757588,16824830,16897041,16974273,17056581,17144017,17236636,17334493,17437643,17546141,17660044,17779408,17904291,18034751,18170845,18312632,18460171,18613523,18768149,18924059,19081265,19239776,19399604,19560760,19723255,19887099,20052305,20222265,20397058,20576763,20761463,20951238,21146172,21346348,21551854,21762774,21979198,22177896,22381799,22590979,22805512,23025472,23250935,23481978,23718680,23961119,24209375,24472724,24750198,25037079,25329286,25619029,25904486,26192126,26479539,26764942,27062538,27361291,27654173,27951971,28253325,28555596,28872275,29192683,29529294,29874026,30212871,30502702,30817277,31172651,31495445,31865011,32250375,32605116,32971845,33345701,33747354,34134209,34526057,34933399,35361270,35821243,36248334,36700743,37155823,37656669,38159333,38647919,39172332,39647285,40105307,40545955,40988987,41427922,41870476,42318332,42771822,43226198,43687531,44150960,44616474,45087003,45496146,45804498,46209754,46691093,47287778,47872723,48447982,49031166,49622861,50222775,50831786,51449309,52076224,52712238,53403723,54148332,54946064,55753188,56572639,57406178,58254392,59116987,59994844,60886790,61821586,62798940,63720235,64380315,64631845,64871928,65335951,66203829,67237534,68381302,69543316,70869609,72309900,73866521,75539737,77327794,79226787,81230747,83332050,85521979,87792515,90138235,92558005,95055665,97638029,100308894,103067354,105907403,108821564,111800091,114834780,117921998,121059513,124242298,127465231,130724115,134010690,137322118,140665856,144053518,147490365,150978840,154506265,158044343,161555583,165012196,168402025,171728917,175000916,178233223,181436821,184615979,187766086,190879523,193945272,196957849,199914831,202826465,205715544,208612556,211540429,214506502,217508059,220545214,223614649,226712730,229838202,232989141,236159276,239340478,242524123,245707511,248883232,252032263,255131116,258162113,261115456,263991379,266794980,269536482,272222987
