,country,indicator_name,geo,indicator,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
82,Germany,Child mortality (under age five),deu,u5mr,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,340.25,351.734,363.606,375.878,388.565,401.68,415.237,429.252,443.74,458.717,474.2,490.44,482.32,462.84,485.57,487.2,516.43,466.08,466.08,469.33,516.43,464.46,506.68,462.84,482.32,466.08,483.95,462.84,472.58,462.84,410.94,498.56,469.33,526.17,422.24,441.882,462.438,483.95,482.32,539.16,488.82,506.68,498.56,475.83,483.95,535.92,488.82,498.56,482.32,393.18,370.54,365.73,367.32,354.43,389.96,364.1,370.54,377.02,381.88,367.32,381.88,352.81,354.43,367.32,367.32,356.05,373.78,364.1,356.05,373.78,338.26,360.86,341.52,351.19,372.17,336.63,297.52,331.76,318.75,333.4,300.8,286.02,289.32,276.23,263.54,312.26,236.99,244.31,266.83,238.82,224.05,240.65,256.73,233.32,207.23,212.85,205.35,207.23,164.08,158.51,152.95,143.79,129.42,143.79,122.37,118.802,111.815,108.321,90.102,146.822,89.953,86.687,80.684,99.436,86.471,83.373,80.387,77.507,74.73,72.053,69.472,66.983,64.583,62.269,60.038,58.919,56.703,54.53,52.399,50.31,48.259,46.244,44.26,42.295,40.339,38.387,36.44,34.517,32.648,30.909,29.382,28.111,27.1,26.4,25.6,24.9,24.0,23.1,22.0,20.8,19.5,18.3,17.1,16.0,15.0,14.1,13.2,12.5,11.8,11.1,10.6,10.0,9.5,9.0,8.5,8.0,7.6,7.2,6.8,6.5,6.2,5.9,5.7,5.5,5.4,5.2,5.1,5.0,4.9,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4.0,4.0,3.9,3.9,3.8,3.288,3.046,2.86,2.73
83,Ghana,Child mortality (under age five),gha,u5mr,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.38,471.36,471.33,471.25,471.13,470.95,470.69,470.36,469.95,469.47,468.92,468.29,467.59,466.82,465.97,465.05,464.06,463.03,461.96,460.87,459.76,458.66,457.55,456.44,455.34,454.23,453.12,452.02,450.91,449.81,448.7,447.59,446.49,438.79,431.12,422.36,414.94,407.67,400.351,391.966,384.874,377.906,371.012,363.084,356.407,349.813,343.313,335.8,326.644,317.739,309.076,300.649,292.452,284.479,276.723,269.178,261.839,254.7,248.8,243.2,237.8,232.7,227.8,223.3,219.2,215.4,212.0,209.3,206.8,204.8,203.4,202.6,202.1,202.1,202.4,202.6,202.5,201.9,200.5,198.3,195.0,190.8,185.8,180.7,175.6,171.3,168.0,165.8,164.2,162.8,160.9,158.1,154.2,149.3,143.7,137.8,132.1,126.9,122.6,119.2,116.5,114.4,112.6,110.8,108.6,106.1,103.2,100.1,97.0,94.0,91.4,89.0,86.9,84.9,82.7,80.4,77.6,74.7,71.7,68.7,66.0,63.4,61.0,58.8,57.834,56.417,55.047,53.705
84,Gibraltar,Child mortality (under age five),gib,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Greece,Child mortality (under age five),grc,u5mr,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,360.97,359.8,358.63,357.45,356.28,355.13,353.98,352.82,350.52,349.37,348.22,345.92,344.77,342.51,341.38,339.12,336.86,334.59,333.44,331.17,328.87,326.53,324.14,321.7,319.25,316.76,314.22,312.72,310.1,308.5,305.83,302.07,299.33,295.52,291.75,260.398,232.415,207.439,185.147,165.251,147.492,131.643,117.496,104.87,93.6,117.16,134.77,145.6,131.19,105.2,149.27,138.36,169.68,147.43,212.85,192.21,192.21,171.55,173.43,175.3,190.33,147.43,182.81,145.6,130.395,116.779,104.584,93.663,83.882,75.122,67.277,60.252,53.96,44.11,56.87,62.78,58.34,63.2,49.9,49.7,49.3,48.5,47.5,46.5,45.3,44.0,42.5,41.1,39.8,38.6,37.1,35.3,33.3,31.4,29.7,28.4,27.6,27.0,26.1,25.0,23.8,22.4,21.0,19.6,18.3,17.2,16.2,15.4,14.5,13.6,12.7,11.9,11.1,10.5,9.9,9.5,9.1,8.8,8.5,8.1,7.7,7.3,6.8,6.4,6.0,5.6,5.2,4.9,4.6,4.3,4.2,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.589,3.474,3.359,3.244
86,Greenland,Child mortality (under age five),grl,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Grenada,Child mortality (under age five),grd,u5mr,472.32,468.861,465.427,462.018,458.634,455.275,451.94,448.63,445.344,442.082,438.844,435.63,432.439,429.272,426.128,423.007,419.909,416.833,413.78,410.749,407.741,404.755,401.79,398.847,395.926,393.026,390.147,387.29,384.453,381.637,378.842,376.067,373.313,370.579,367.864,365.17,362.496,359.841,357.205,354.589,351.992,349.413,346.854,344.314,341.792,339.289,336.804,334.337,331.888,329.457,327.044,324.649,322.271,319.91,317.567,315.241,312.932,310.64,308.365,306.107,303.865,301.639,299.43,297.237,295.06,292.899,290.753,288.624,286.51,284.411,282.328,280.26,278.208,276.17,274.147,272.139,270.146,268.167,266.203,264.254,262.318,260.397,258.49,256.596,254.717,252.851,250.999,249.161,247.336,245.524,243.726,241.941,240.169,238.41,236.664,234.93,233.21,231.502,229.806,228.123,226.452,224.793,223.147,221.513,219.89,218.28,216.681,215.094,213.518,211.955,210.402,208.861,207.331,205.813,204.305,202.809,201.324,199.849,198.385,196.932,195.49,194.058,192.637,191.226,189.825,188.435,187.055,185.685,184.325,182.975,181.634,178.027,174.463,170.942,167.463,164.026,160.63,157.275,153.96,150.686,147.451,144.256,141.099,137.981,134.902,131.859,128.855,125.887,122.955,120.06,117.201,114.801,110.077,105.506,101.085,96.817,92.701,88.736,84.921,81.257,77.74,74.368,71.138,68.043,65.079,62.238,59.521,56.92,54.432,52.049,49.768,47.584,45.495,43.498,41.588,39.758,38.007,36.334,34.735,33.205,31.741,30.341,29.002,27.723,26.5,26.0,25.4,24.8,24.1,23.3,22.4,21.5,20.5,19.5,18.6,17.9,17.2,16.7,16.3,16.0,15.7,15.6,15.4,15.3,15.1,15.0,14.8,14.7,14.6,14.6,14.6,14.7,14.9,15.2,15.5,15.8,16.0,15.011,14.63,14.269,13.932
88,Guadeloupe,Child mortality (under age five),glp,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.974,145.163,137.699,130.548,123.709,117.184,110.971,105.068,99.471,94.174,89.171,84.449,79.993,75.787,71.811,68.05,64.498,61.146,57.984,54.994,52.163,49.481,46.943,44.541,42.263,40.1,38.047,36.105,34.269,32.531,30.886,29.33,27.862,26.475,25.163,23.92,22.741,21.623,20.562,19.553,18.592,17.679,16.812,15.991,15.213,14.474,13.772,13.107,12.475,11.875,11.303,10.757,10.236,9.74,9.27,8.826,8.411,8.028,7.675,7.353,7.057,6.783,6.529,6.289,6.062,5.845,5.638,5.444,5.262,5.093,4.936
89,Guam,Child mortality (under age five),gum,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.637,121.794,118.113,114.446,110.791,107.149,103.52,99.908,96.316,92.75,89.219,85.733,82.303,78.943,75.666,72.478,69.382,66.377,63.468,60.664,57.975,55.414,52.985,50.69,48.526,46.492,44.58,42.777,41.073,39.458,37.929,36.483,35.123,33.844,32.638,31.501,30.431,29.423,28.465,27.546,26.649,25.762,24.876,23.986,23.087,22.176,21.25,20.321,19.401,18.503,17.642,16.838,16.098,15.428,14.827,14.287,13.794,13.33,12.884,12.448,12.025,11.62,11.245,10.906,10.602,10.332,10.092,9.875,9.673,9.481,9.295
90,Guatemala,Child mortality (under age five),gtm,u5mr,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.36,503.35,503.31,503.23,503.1,502.9,502.63,502.27,501.84,501.33,500.74,500.07,499.32,498.49,497.59,496.6,495.55,494.45,493.31,492.14,490.96,489.78,488.6,487.42,486.23,485.05,483.87,482.69,481.51,480.33,479.15,477.97,476.78,475.6,474.42,473.24,472.06,470.88,467.411,463.953,460.507,457.063,442.996,430.58,417.195,405.422,392.743,380.392,364.976,350.056,335.618,321.638,308.091,294.965,282.253,273.514,265.038,256.817,255.35,252.328,249.129,245.754,242.205,238.484,234.6,229.5,224.6,219.8,215.1,210.5,206.0,201.7,197.3,192.7,188.1,183.4,178.7,173.8,168.8,163.7,158.6,153.7,148.8,143.8,139.0,134.2,129.5,124.8,120.2,115.7,111.2,106.8,102.4,98.1,93.9,89.8,85.7,81.8,78.0,74.3,70.8,67.5,64.5,61.6,59.0,56.5,54.1,51.9,49.9,47.9,46.1,44.4,42.7,41.1,39.6,38.1,36.7,35.4,34.1,32.9,31.7,30.5,29.5,28.5,27.35,26.327,25.345,24.407
91,Guernsey,Child mortality (under age five),gbg,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Guinea,Child mortality (under age five),gin,u5mr,450.6,450.6,450.6,450.6,450.6,449.24,449.24,449.24,449.24,449.24,449.24,449.24,449.24,449.24,449.24,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,447.88,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,446.51,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,445.15,443.79,443.79,443.79,443.79,443.79,443.79,443.79,443.79,443.79,443.79,442.46,442.46,442.46,442.46,442.46,442.46,442.46,442.46,442.46,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,441.12,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,438.46,437.13,437.13,437.11,437.08,437.01,436.9,436.73,436.49,436.18,435.8,434.03,433.52,432.94,432.29,431.58,430.79,429.94,429.03,428.08,427.09,424.77,423.75,422.74,421.72,420.7,419.68,418.66,417.64,416.62,414.32,413.31,412.29,411.27,410.26,409.24,408.23,407.21,406.19,405.18,402.992,402.044,401.106,400.167,399.218,398.278,397.339,396.388,395.448,394.507,392.343,391.401,390.459,389.516,388.573,384.11,379.665,375.238,370.88,363.5,363.6,363.2,363.0,362.0,361.1,359.9,358.0,356.0,354.1,351.7,349.0,346.5,343.7,341.0,338.1,335.0,332.1,329.1,326.1,322.7,319.5,316.3,312.9,309.6,305.7,301.6,297.2,292.5,287.7,282.9,278.0,273.2,268.4,263.8,259.2,254.6,250.0,245.2,240.2,234.8,229.0,222.7,216.0,209.2,202.1,195.1,188.0,180.7,173.3,165.8,158.3,151.1,144.3,138.1,132.2,126.9,122.1,117.6,113.4,109.4,105.6,102.0,98.6,95.2,92.0,89.0,83.656,79.68,75.873,72.224
93,Guinea-Bissau,Child mortality (under age five),gnb,u5mr,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.42,417.39,417.33,417.22,417.05,416.83,416.53,416.17,415.75,415.26,414.7,414.08,413.4,412.65,411.83,410.96,410.05,409.1,408.13,407.15,406.17,405.19,404.21,403.23,402.25,401.27,400.29,399.31,398.33,397.35,396.38,395.4,394.42,393.44,392.46,391.48,390.5,389.536,387.295,386.202,383.905,382.75,381.524,379.119,377.839,376.501,373.969,370.457,366.952,363.455,359.966,356.487,353.018,349.56,346.114,342.679,339.258,338.168,335.99,333.817,331.648,329.482,327.309,325.118,322.887,320.576,318.141,315.54,312.738,309.723,306.515,303.172,299.776,296.405,293.114,289.915,286.789,283.677,280.513,277.248,273.875,270.399,266.832,263.23,259.652,256.141,252.762,249.575,246.598,243.82,241.226,238.8,234.4,230.5,226.8,223.0,219.2,215.3,211.1,207.0,202.8,198.5,193.8,189.0,184.1,179.2,174.2,168.9,163.4,157.5,151.4,145.0,138.6,132.2,126.0,119.9,114.0,108.5,103.5,99.0,94.9,91.3,88.1,86.443,84.103,81.831,79.63
94,Guyana,Child mortality (under age five),guy,u5mr,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,429.16,418.46,408.027,397.853,387.934,378.262,368.831,359.635,350.668,341.925,333.4,326.89,304.08,326.89,415.74,321.99,339.88,381.88,372.17,308.99,290.96,276.23,299.15,308.99,323.63,362.47,300.8,238.82,317.13,302.43,287.67,268.45,251.47,258.46,256.73,300.8,235.16,235.16,222.037,221.874,249.151,272.38,189.633,185.75,187.484,268.468,185.34,155.503,119.668,142.526,223.769,214.369,149.44,124.415,120.846,119.997,116.752,154.7,147.5,140.4,133.5,126.7,120.2,113.7,107.5,101.9,96.8,92.4,88.4,85.1,82.4,80.0,78.1,76.6,75.4,74.6,74.1,73.6,73.3,73.1,72.9,72.7,72.5,72.1,71.7,71.2,70.6,70.0,69.4,68.7,67.9,67.2,66.3,65.3,64.3,63.0,61.6,60.1,58.5,56.9,55.4,53.9,52.5,51.2,49.9,48.7,47.6,46.4,45.3,44.3,43.3,42.4,41.5,40.7,39.9,39.1,38.3,37.6,36.9,36.1,35.3,34.4,33.4,32.4,32.36,31.837,31.327,30.837
95,Haiti,Child mortality (under age five),hti,u5mr,486.4,486.389,486.379,486.368,486.358,486.347,486.336,486.326,486.315,486.305,486.294,486.283,486.273,486.262,486.251,486.241,486.23,486.22,486.209,486.198,486.188,486.177,486.167,486.156,486.145,486.135,486.124,486.114,486.103,486.092,486.082,486.071,486.061,486.05,486.039,486.029,486.018,486.008,485.997,485.986,485.976,485.965,485.955,485.944,485.933,485.923,485.912,485.902,485.891,485.88,485.87,485.859,485.849,485.838,485.827,485.817,485.806,485.796,485.785,485.774,485.764,485.753,485.743,485.732,485.721,485.711,485.7,485.69,485.679,485.668,485.658,485.647,485.637,485.626,485.615,485.605,485.594,485.584,485.573,485.562,485.552,485.541,485.531,485.52,485.509,485.499,485.488,485.478,485.467,485.456,485.446,485.435,485.425,485.414,485.404,485.393,485.382,485.372,485.361,485.351,485.34,484.297,483.257,482.218,481.182,480.148,479.116,478.087,477.06,476.035,475.012,473.991,472.973,471.956,470.942,469.93,468.921,467.913,466.908,465.904,464.903,463.904,462.908,461.913,460.92,459.93,458.942,457.956,456.972,455.99,455.01,449.194,443.453,437.785,432.189,426.665,421.212,415.828,410.513,405.266,400.086,394.973,389.924,384.94,380.02,375.163,370.368,365.634,360.96,356.347,351.792,347.304,338.431,329.766,321.309,313.056,305.0,300.0,295.3,290.6,285.9,281.3,277.1,272.8,268.4,264.0,259.4,255.0,250.2,245.5,240.8,236.0,230.9,225.7,220.5,215.2,210.0,204.7,199.7,194.7,189.8,184.9,180.0,175.3,170.6,166.1,161.6,157.3,153.0,149.0,144.9,140.8,136.7,132.6,128.4,124.3,120.1,116.1,112.1,108.2,104.5,101.1,97.9,94.9,92.2,89.8,87.5,85.3,83.2,81.1,208.0,77.2,75.2,73.1,71.0,68.9,67.0,65.85,64.406,63.023,61.7
96,Holy See,Child mortality (under age five),hos,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Honduras,Child mortality (under age five),hnd,u5mr,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.46,393.45,393.42,393.35,393.25,393.1,392.88,392.61,392.27,391.87,391.41,390.88,390.3,389.65,388.94,388.17,387.35,386.49,385.6,384.69,383.76,382.84,381.92,380.99,380.07,379.15,378.22,377.3,376.38,375.45,374.53,373.61,372.68,371.76,370.84,369.91,368.99,368.07,363.41,357.669,353.083,347.468,342.997,337.457,333.11,327.725,323.422,318.172,313.981,308.806,304.717,299.656,295.64,290.702,284.953,279.317,273.793,268.377,266.338,262.112,257.593,252.78,247.678,242.3,233.9,225.8,218.2,210.8,203.8,197.1,190.4,183.9,177.5,171.3,165.2,159.1,153.2,147.3,141.6,136.0,130.5,125.0,119.8,114.6,109.5,104.6,99.8,95.1,90.6,86.2,82.0,78.0,74.2,70.6,67.2,64.0,60.9,58.1,55.5,53.0,50.7,48.5,46.4,44.5,42.6,59.9,39.1,37.3,35.6,34.0,32.4,30.9,29.4,28.1,26.8,25.6,24.5,23.4,22.5,21.6,20.8,20.1,19.4,18.7,18.389,17.871,17.36,16.863
98,"Hong Kong, China",Child mortality (under age five),hkg,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.86,93.077,89.401,85.501,81.379,77.039,72.507,67.814,63.026,58.252,53.621,49.266,45.315,41.85,38.881,36.339,34.087,31.959,29.835,27.68,25.526,23.456,21.582,19.977,18.643,17.551,16.643,15.833,15.053,14.269,13.471,12.669,11.901,11.19,10.538,9.939,9.384,8.86,8.356,7.869,7.401,6.957,6.544,6.167,5.824,5.509,5.215,4.935,4.663,4.4,4.147,3.911,3.697,3.511,3.35,3.214,3.098,2.995,2.9,2.81,2.722,2.637,2.555,2.478,2.407,2.341,2.282,2.229,2.182,2.14,2.103
99,Hungary,Child mortality (under age five),hun,u5mr,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.01,368.424,368.838,369.253,369.668,370.084,370.5,370.917,371.334,371.752,372.17,427.11,428.73,435.23,398.04,414.12,399.66,404.5,406.723,408.959,411.207,413.467,415.74,364.1,366.126,368.163,370.212,372.272,374.344,376.427,378.521,380.628,382.746,384.875,387.017,389.171,391.336,393.514,395.704,397.906,400.12,402.346,404.585,406.836,409.1,411.377,413.666,415.968,418.282,420.61,446.6,389.96,401.27,393.18,367.32,362.47,367.32,339.88,362.47,336.63,356.05,331.76,320.37,377.02,336.63,344.73,326.89,347.97,317.13,338.26,464.46,326.89,320.37,428.73,356.05,351.19,352.81,266.83,318.75,313.89,321.99,299.15,313.89,273.18,271.62,300.8,287.67,290.96,247.91,259.469,289.907,206.552,224.062,227.099,201.603,188.164,181.618,162.248,173.625,148.622,171.867,143.09,173.813,211.05,136.207,114.144,99.885,93.946,81.355,79.061,74.595,70.374,66.4,66.0,65.4,64.1,61.4,57.4,53.6,51.0,49.4,47.9,46.1,44.4,43.1,42.0,40.9,39.7,38.8,38.4,38.4,38.2,37.4,35.6,32.7,29.4,26.7,25.0,23.8,22.8,22.0,21.7,21.9,21.8,20.9,19.5,18.4,17.8,17.3,16.6,15.6,14.5,13.4,12.5,11.9,11.5,11.1,10.7,10.1,9.6,8.9,8.4,7.9,7.6,7.2,6.8,6.5,6.2,6.0,5.8,5.7,5.6,5.5,5.4,5.2,5.154,5.053,4.964,4.885
100,Iceland,Child mortality (under age five),isl,u5mr,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,412.34,409.331,406.344,403.379,400.435,397.513,394.613,391.733,388.875,386.037,383.22,438.64,414.47,323.75,270.02,421.12,257.66,279.27,608.34,416.02,303.54,392.44,404.95,439.17,279.4,227.73,264.0,289.45,289.77,324.7,350.55,388.44,530.36,438.25,420.7,291.98,326.72,329.94,383.56,330.31,341.3,426.98,287.63,340.66,490.54,290.51,299.04,339.81,302.42,244.13,277.42,230.35,268.65,364.74,587.55,405.41,248.34,228.56,217.55,238.85,182.73,130.26,340.67,216.79,135.39,118.41,161.32,167.88,150.79,183.09,212.35,136.57,168.2,121.13,184.74,207.99,125.81,148.02,113.73,164.25,228.52,174.15,141.58,117.71,94.83,85.77,142.15,100.06,124.03,81.69,79.01,91.51,135.44,93.1,87.71,80.6,99.09,67.33,66.94,116.67,61.99,63.27,63.95,69.441,60.162,54.657,70.082,98.701,67.451,45.301,40.676,48.97,49.867,47.862,67.163,42.536,49.229,44.183,38.718,31.901,33.645,29.046,30.255,29.2,27.8,26.5,25.4,24.4,23.6,22.9,22.3,21.9,21.4,21.1,20.7,20.2,19.7,19.1,18.5,17.8,17.1,16.5,15.9,15.3,14.7,14.1,13.6,12.9,12.3,11.6,11.0,10.3,9.7,9.2,8.7,8.3,7.9,7.6,7.3,7.0,6.8,6.6,6.4,6.2,6.0,5.8,5.6,5.3,5.1,4.8,4.6,4.3,4.1,3.8,3.6,3.4,3.3,3.1,3.0,2.9,2.8,2.7,2.6,2.5,2.4,2.3,2.3,2.2,2.1,2.123,2.083,2.036,1.981
